gene	gc
ENSG00000170606.15	41.98
ENSG00000053108.17	53.64
ENSG00000113583.8	38.42
ENSG00000213585.11	49.79
ENSG00000081059.20	56.34
ENSG00000113558.19	40.50
ENSG00000272772.1	57.97
ENSG00000113575.10	40.31
ENSG00000006837.12	39.06
ENSG00000119048.8	38.11
ENSG00000237190.4	46.59
ENSG00000043143.22	56.18
ENSG00000152700.14	41.18
ENSG00000113615.13	38.40
ENSG00000164615.6	42.96
ENSG00000145833.16	37.39
ENSG00000181904.9	38.69
ENSG00000113621.15	42.46
ENSG00000132570.15	43.74
ENSG00000152705.8	46.78
ENSG00000069011.16	67.46
ENSG00000113648.16	46.18
ENSG00000251380.3	53.97
ENSG00000255833.2	53.42
ENSG00000181965.6	60.25
ENSG00000145824.13	51.34
ENSG00000145832.15	49.79
ENSG00000145839.2	42.48
ENSG00000145826.9	38.62
ENSG00000120708.17	50.43
ENSG00000113658.18	39.86
ENSG00000271824.2	66.73
ENSG00000069018.19	50.19
ENSG00000152377.14	45.58
ENSG00000146021.15	46.02
ENSG00000177733.7	41.02
ENSG00000120729.10	39.46
ENSG00000078795.17	39.50
ENSG00000031003.10	39.64
ENSG00000061492.12	49.27
ENSG00000112981.5	37.21
ENSG00000112983.18	46.74
ENSG00000112984.12	48.36
ENSG00000094880.11	39.56
ENSG00000146013.11	60.01
ENSG00000158402.21	47.85
ENSG00000120709.11	51.35
ENSG00000120733.14	48.92
ENSG00000132563.16	62.42
ENSG00000120738.8	55.31
ENSG00000120705.13	42.91
ENSG00000113013.16	42.84
ENSG00000044115.21	48.06
ENSG00000146006.8	38.69
ENSG00000120725.13	53.58
ENSG00000280987.4	41.51
ENSG00000015479.20	38.53
ENSG00000120727.13	43.16
ENSG00000170482.17	55.54
ENSG00000170476.16	57.92
ENSG00000228672.4	66.52
ENSG00000170469.11	52.86
ENSG00000170464.10	45.74
ENSG00000279686.1	53.19
ENSG00000249751.4	51.70
ENSG00000283288.2	57.48
ENSG00000184584.13	55.42
ENSG00000131508.16	47.69
ENSG00000171604.12	59.00
ENSG00000146005.4	55.05
ENSG00000158458.21	61.60
ENSG00000185129.8	38.83
ENSG00000182700.5	35.50
ENSG00000120306.11	49.33
ENSG00000113068.10	42.98
ENSG00000113070.8	49.80
ENSG00000113073.15	57.26
ENSG00000131503.21	42.41
ENSG00000254996.5	44.01
ENSG00000213523.12	52.07
ENSG00000243056.2	57.00
ENSG00000113108.20	57.19
ENSG00000176087.16	55.33
ENSG00000170458.14	58.31
ENSG00000131495.9	52.99
ENSG00000113119.13	54.64
ENSG00000113141.18	46.00
ENSG00000120314.19	53.15
ENSG00000256453.2	61.88
ENSG00000170445.16	45.53
ENSG00000112855.17	47.67
ENSG00000146007.11	46.23
ENSG00000204970.10	47.04
ENSG00000204969.7	45.98
ENSG00000255408.4	42.84
ENSG00000204967.12	39.97
ENSG00000204965.9	43.47
ENSG00000081842.18	45.52
ENSG00000204963.6	46.57
ENSG00000204962.6	47.75
ENSG00000204961.7	42.95
ENSG00000250120.8	41.65
ENSG00000249158.7	45.65
ENSG00000251664.5	47.70
ENSG00000239389.8	48.13
ENSG00000248383.5	46.02
ENSG00000243232.6	48.69
ENSG00000171815.6	39.96
ENSG00000112852.7	48.32
ENSG00000113205.5	49.63
ENSG00000081818.4	45.69
ENSG00000113209.9	49.68
ENSG00000113211.6	50.26
ENSG00000113212.7	47.54
ENSG00000120322.4	53.93
ENSG00000272674.4	47.47
ENSG00000177839.7	46.34
ENSG00000120324.9	48.47
ENSG00000197479.7	48.56
ENSG00000120328.6	45.88
ENSG00000187372.11	47.07
ENSG00000120327.7	45.82
ENSG00000279983.1	52.55
ENSG00000113248.6	47.92
ENSG00000178913.8	43.33
ENSG00000120329.7	50.32
ENSG00000204956.6	50.99
ENSG00000081853.15	49.36
ENSG00000254245.3	54.58
ENSG00000254221.3	54.90
ENSG00000262576.3	54.33
ENSG00000253910.3	54.50
ENSG00000253485.3	52.32
ENSG00000262209.3	54.70
ENSG00000253731.3	48.96
ENSG00000253537.3	52.38
ENSG00000253953.3	48.12
ENSG00000253767.3	46.39
ENSG00000276547.2	54.61
ENSG00000261934.3	53.46
ENSG00000253305.2	49.99
ENSG00000253846.3	48.53
ENSG00000254122.3	54.33
ENSG00000253873.6	50.79
ENSG00000253159.3	56.30
ENSG00000240184.7	55.75
ENSG00000242419.6	55.33
ENSG00000240764.4	56.84
ENSG00000131504.17	49.68
ENSG00000171720.10	50.11
ENSG00000164620.9	64.92
ENSG00000197948.11	55.43
ENSG00000120318.16	58.76
ENSG00000156453.14	59.59
ENSG00000081791.9	49.93
ENSG00000113555.6	53.91
ENSG00000013561.18	44.33
ENSG00000113552.16	51.10
ENSG00000131507.11	37.81
ENSG00000187678.10	52.52
ENSG00000113578.18	45.48
ENSG00000145819.18	46.23
ENSG00000113580.15	42.99
ENSG00000158497.6	50.13
ENSG00000145817.17	38.56
ENSG00000183775.11	37.63
ENSG00000186314.12	39.63
ENSG00000204928.3	42.62
ENSG00000156463.18	48.36
ENSG00000173261.9	42.64
ENSG00000133706.19	39.39
ENSG00000275740.1	47.24
ENSG00000091009.8	39.24
ENSG00000091010.6	55.03
ENSG00000113649.13	38.40
ENSG00000173250.3	40.20
ENSG00000156475.19	44.53
ENSG00000169302.16	42.72
ENSG00000113657.13	50.12
ENSG00000176049.16	39.57
ENSG00000164266.11	39.97
ENSG00000164265.9	47.35
ENSG00000178776.5	43.43
ENSG00000133710.16	42.24
ENSG00000196800.6	41.50
ENSG00000178172.7	43.23
ENSG00000248109.3	44.64
ENSG00000214510.10	40.94
ENSG00000145879.11	40.45
ENSG00000204909.8	38.27
ENSG00000145868.17	40.69
ENSG00000164270.18	47.42
ENSG00000169252.6	50.57
ENSG00000169247.14	42.37
ENSG00000173210.20	53.45
ENSG00000157510.14	49.73
ENSG00000164284.15	40.12
ENSG00000145882.11	49.98
ENSG00000127743.6	58.60
ENSG00000113712.19	39.80
ENSG00000183111.12	53.09
ENSG00000155846.17	50.70
ENSG00000132915.11	46.19
ENSG00000155850.8	39.53
ENSG00000164296.7	44.78
ENSG00000113716.13	55.88
ENSG00000182578.14	56.28
ENSG00000113721.14	57.59
ENSG00000113722.17	62.82
ENSG00000011083.9	60.28
ENSG00000070808.17	52.95
ENSG00000183876.9	61.69
ENSG00000070814.22	55.49
ENSG00000019582.16	54.67
ENSG00000164587.13	48.03
ENSG00000070614.15	56.99
ENSG00000171992.13	58.94
ENSG00000164591.14	52.76
ENSG00000086589.12	47.23
ENSG00000132912.13	41.87
ENSG00000256235.3	51.34
ENSG00000237693.4	47.29
ENSG00000145908.13	39.20
ENSG00000211445.12	56.77
ENSG00000145901.16	54.41
ENSG00000197043.14	52.21
ENSG00000198624.13	51.33
ENSG00000196743.9	47.63
ENSG00000186334.10	46.19
ENSG00000186335.9	48.47
ENSG00000123643.13	50.64
ENSG00000086570.13	52.97
ENSG00000113140.11	47.86
ENSG00000177556.12	46.73
ENSG00000145907.16	39.61
ENSG00000145888.11	51.37
ENSG00000132911.5	46.59
ENSG00000155511.18	45.91
ENSG00000055147.19	39.31
ENSG00000037749.13	42.48
ENSG00000164574.16	49.48
ENSG00000164576.12	47.33
ENSG00000113196.3	57.32
ENSG00000155506.18	53.66
ENSG00000170271.11	50.33
ENSG00000155508.14	45.91
ENSG00000082516.9	46.97
ENSG00000082515.18	37.90
ENSG00000226650.6	45.57
ENSG00000170624.14	41.05
ENSG00000231989.5	40.33
ENSG00000145850.9	48.28
ENSG00000113249.13	45.75
ENSG00000135077.9	47.20
ENSG00000155868.8	43.84
ENSG00000113263.13	44.01
ENSG00000170613.4	50.74
ENSG00000055163.20	51.21
ENSG00000285868.1	48.38
ENSG00000172568.5	46.90
ENSG00000135074.16	52.34
ENSG00000172548.15	51.21
ENSG00000039600.11	50.93
ENSG00000187658.7	54.23
ENSG00000113272.14	46.40
ENSG00000155858.6	44.28
ENSG00000113282.14	39.73
ENSG00000164330.17	43.19
ENSG00000145860.12	46.16
ENSG00000164332.8	34.84
ENSG00000113302.5	43.70
ENSG00000170214.5	60.15
ENSG00000113312.12	40.61
ENSG00000170234.13	42.36
ENSG00000170231.16	54.14
ENSG00000135083.16	51.58
ENSG00000145861.9	53.21
ENSG00000221886.4	39.69
ENSG00000164609.10	40.01
ENSG00000164611.13	44.46
ENSG00000118322.14	46.19
ENSG00000145864.14	38.77
ENSG00000145863.11	40.77
ENSG00000022355.18	38.36
ENSG00000113327.17	36.20
ENSG00000113328.19	37.34
ENSG00000170584.11	37.23
ENSG00000072571.20	37.61
ENSG00000038274.17	38.17
ENSG00000145934.16	51.55
ENSG00000113645.15	52.53
ENSG00000113643.9	40.33
ENSG00000188573.8	69.02
ENSG00000120137.7	36.85
ENSG00000184347.15	51.99
ENSG00000040275.17	40.17
ENSG00000134516.18	49.26
ENSG00000204767.4	44.08
ENSG00000168269.10	56.53
ENSG00000234511.10	45.79
ENSG00000043462.13	43.82
ENSG00000182132.14	54.23
ENSG00000145936.9	48.59
ENSG00000094755.17	45.40
ENSG00000204764.14	38.48
ENSG00000164438.6	67.80
ENSG00000181163.14	40.33
ENSG00000156427.8	59.01
ENSG00000288639.1	71.17
ENSG00000185662.10	48.88
ENSG00000072803.18	44.07
ENSG00000072786.13	53.48
ENSG00000214360.5	40.20
ENSG00000168246.6	39.69
ENSG00000174705.13	55.08
ENSG00000214357.9	58.55
ENSG00000120129.6	55.24
ENSG00000113719.16	51.95
ENSG00000037241.7	51.55
ENSG00000113732.9	43.19
ENSG00000164463.12	37.52
ENSG00000113734.18	48.03
ENSG00000183072.10	65.77
ENSG00000113739.11	50.83
ENSG00000145919.11	50.21
ENSG00000113742.14	38.01
ENSG00000185056.10	38.73
ENSG00000170091.11	48.88
ENSG00000120149.9	47.35
ENSG00000184845.4	46.59
ENSG00000164466.13	41.83
ENSG00000113749.7	55.36
ENSG00000145920.15	58.60
ENSG00000051596.10	48.30
ENSG00000182230.12	50.28
ENSG00000285476.1	43.24
ENSG00000170085.18	49.73
ENSG00000122203.15	50.17
ENSG00000175414.7	47.02
ENSG00000048162.21	50.07
ENSG00000146066.3	55.35
ENSG00000175416.16	60.88
ENSG00000113194.13	46.24
ENSG00000146083.12	60.30
ENSG00000074276.10	58.58
ENSG00000169258.7	62.73
ENSG00000074317.11	66.24
ENSG00000175766.13	57.82
ENSG00000048140.18	59.35
ENSG00000113763.12	64.33
ENSG00000160883.11	61.29
ENSG00000087206.17	47.24
ENSG00000113761.12	51.14
ENSG00000160867.15	62.60
ENSG00000165671.21	47.15
ENSG00000169228.14	58.93
ENSG00000213347.10	59.41
ENSG00000169230.10	55.11
ENSG00000169223.15	59.46
ENSG00000169220.18	63.56
ENSG00000131183.11	57.83
ENSG00000196570.3	71.43
ENSG00000131187.10	66.04
ENSG00000198055.11	62.52
ENSG00000131188.12	70.05
ENSG00000113758.13	63.33
ENSG00000196923.14	64.15
ENSG00000146094.16	60.61
ENSG00000183258.12	58.65
ENSG00000146067.16	59.95
ENSG00000184840.12	54.08
ENSG00000027847.14	60.52
ENSG00000170074.19	45.97
ENSG00000175325.2	56.28
ENSG00000145911.6	61.12
ENSG00000145916.19	53.14
ENSG00000145912.9	52.65
ENSG00000244234.3	38.72
ENSG00000197451.12	54.49
ENSG00000175309.15	53.25
ENSG00000050767.18	63.04
ENSG00000113240.13	37.01
ENSG00000285891.1	50.24
ENSG00000285978.1	53.54
ENSG00000169131.13	44.50
ENSG00000178338.11	43.13
ENSG00000198939.8	42.93
ENSG00000178187.8	47.97
ENSG00000113262.16	55.48
ENSG00000234284.7	42.57
ENSG00000177932.7	39.23
ENSG00000087116.16	58.30
ENSG00000176783.15	54.08
ENSG00000169045.17	44.45
ENSG00000204659.5	65.32
ENSG00000127022.16	43.37
ENSG00000161021.13	54.70
ENSG00000213316.10	72.57
ENSG00000161013.17	62.98
ENSG00000161011.20	58.18
ENSG00000161010.15	53.37
ENSG00000197226.13	58.72
ENSG00000113269.14	50.95
ENSG00000146090.16	62.69
ENSG00000050748.18	41.60
ENSG00000131459.13	53.93
ENSG00000113300.13	39.55
ENSG00000161055.4	71.73
ENSG00000037280.16	62.49
ENSG00000174339.3	51.39
ENSG00000131446.17	55.04
ENSG00000196670.14	43.25
ENSG00000113303.12	51.50
ENSG00000168903.9	48.50
ENSG00000165810.17	54.18
ENSG00000185372.4	49.59
ENSG00000182613.3	47.06
ENSG00000146054.18	56.20
ENSG00000146063.20	52.16
ENSG00000204628.12	51.55
ENSG00000183718.5	43.72
ENSG00000230178.1	45.73
ENSG00000112679.15	54.41
ENSG00000137265.15	47.36
ENSG00000112685.14	44.09
ENSG00000188996.4	56.59
ENSG00000164379.7	63.17
ENSG00000137273.6	63.57
ENSG00000054598.9	56.26
ENSG00000112699.11	48.61
ENSG00000145949.11	45.05
ENSG00000124535.16	54.69
ENSG00000021355.13	48.18
ENSG00000170542.6	43.52
ENSG00000124570.21	48.97
ENSG00000124588.22	53.67
ENSG00000137275.16	47.41
ENSG00000137274.13	47.65
ENSG00000137267.7	52.91
ENSG00000137285.11	52.60
ENSG00000180822.12	51.02
ENSG00000137266.15	56.60
ENSG00000168994.14	56.27
ENSG00000145945.7	58.62
ENSG00000112739.17	37.00
ENSG00000145975.15	44.75
ENSG00000198721.13	46.49
ENSG00000153046.18	47.92
ENSG00000124787.14	44.97
ENSG00000219607.4	53.61
ENSG00000214113.11	50.20
ENSG00000145982.13	52.96
ENSG00000124785.9	51.62
ENSG00000124491.16	46.16
ENSG00000112799.9	49.96
ENSG00000124782.20	51.75
ENSG00000124783.14	42.12
ENSG00000164304.16	40.87
ENSG00000124784.9	41.77
ENSG00000096696.15	45.67
ENSG00000168566.13	35.62
ENSG00000153162.9	55.66
ENSG00000239264.9	50.91
ENSG00000259040.5	48.25
ENSG00000188428.20	40.82
ENSG00000265818.1	42.71
ENSG00000124802.12	39.37
ENSG00000124786.12	39.87
ENSG00000137203.15	47.90
ENSG00000111846.19	44.38
ENSG00000137434.12	48.48
ENSG00000111845.5	38.48
ENSG00000111843.14	49.89
ENSG00000137210.14	45.17
ENSG00000272162.1	41.98
ENSG00000111837.12	42.44
ENSG00000124827.7	46.83
ENSG00000153157.13	41.52
ENSG00000197977.4	39.52
ENSG00000224531.6	39.70
ENSG00000244476.3	47.23
ENSG00000111859.17	45.74
ENSG00000205269.6	37.32
ENSG00000111863.13	45.71
ENSG00000095951.17	45.31
ENSG00000078401.7	45.06
ENSG00000112137.18	50.01
ENSG00000145979.18	42.95
ENSG00000145990.11	49.78
ENSG00000124523.17	44.99
ENSG00000225921.7	39.93
ENSG00000010017.13	48.45
ENSG00000050393.11	44.44
ENSG00000180537.13	42.56
ENSG00000112149.10	46.02
ENSG00000008083.14	50.66
ENSG00000047579.20	51.51
ENSG00000007944.15	46.78
ENSG00000137198.10	53.08
ENSG00000124788.19	42.95
ENSG00000288708.1	42.22
ENSG00000230873.9	44.02
ENSG00000112183.15	44.61
ENSG00000112186.12	43.34
ENSG00000137414.6	41.18
ENSG00000124789.12	44.91
ENSG00000137177.20	43.94
ENSG00000187566.6	52.28
ENSG00000137364.5	40.23
ENSG00000165097.16	44.33
ENSG00000124795.17	37.92
ENSG00000137393.10	42.12
ENSG00000172201.12	41.44
ENSG00000172197.11	45.34
ENSG00000112242.15	47.19
ENSG00000145996.11	41.50
ENSG00000124766.7	52.52
ENSG00000172179.12	42.91
ENSG00000112273.7	58.02
ENSG00000152954.12	43.67
ENSG00000146038.12	39.95
ENSG00000146049.2	51.84
ENSG00000124532.15	41.54
ENSG00000112293.15	43.73
ENSG00000112294.14	45.74
ENSG00000137261.15	47.52
ENSG00000111802.14	41.82
ENSG00000112304.11	41.60
ENSG00000112308.13	37.55
ENSG00000112312.10	41.03
ENSG00000260286.4	41.91
ENSG00000282804.1	42.20
ENSG00000111913.20	45.74
ENSG00000079691.18	45.64
ENSG00000079689.14	48.65
ENSG00000164508.5	51.40
ENSG00000146047.7	47.45
ENSG00000146039.11	44.47
ENSG00000124568.12	44.13
ENSG00000124564.17	41.85
ENSG00000112337.11	44.18
ENSG00000112343.11	40.58
ENSG00000124610.5	51.72
ENSG00000275714.2	59.06
ENSG00000278637.2	58.46
ENSG00000278705.2	47.00
ENSG00000286522.2	56.16
ENSG00000278463.2	55.22
ENSG00000276410.4	51.33
ENSG00000287080.2	57.61
ENSG00000187837.4	56.36
ENSG00000010704.19	43.33
ENSG00000197061.5	52.10
ENSG00000187475.6	48.48
ENSG00000180596.7	47.84
ENSG00000180573.10	41.97
ENSG00000168298.7	60.48
ENSG00000158373.8	46.38
ENSG00000274290.3	47.16
ENSG00000277157.2	55.09
ENSG00000282988.2	53.98
ENSG00000197409.8	58.45
ENSG00000196866.3	56.08
ENSG00000277224.2	42.73
ENSG00000276966.2	45.80
ENSG00000273802.2	48.76
ENSG00000277075.2	56.19
ENSG00000274750.3	44.12
ENSG00000124575.7	52.58
ENSG00000274618.2	54.86
ENSG00000275663.2	55.96
ENSG00000277775.2	58.70
ENSG00000275713.2	41.55
ENSG00000273983.1	42.68
ENSG00000278588.2	56.85
ENSG00000158406.6	43.83
ENSG00000186470.14	47.06
ENSG00000124508.17	47.23
ENSG00000026950.17	47.54
ENSG00000111801.16	46.18
ENSG00000112763.17	49.70
ENSG00000124557.14	50.44
ENSG00000182952.5	41.62
ENSG00000146109.5	46.48
ENSG00000181315.11	40.11
ENSG00000124635.9	48.85
ENSG00000196787.3	46.80
ENSG00000276180.1	46.75
ENSG00000197903.8	58.18
ENSG00000274997.2	59.08
ENSG00000112812.16	51.00
ENSG00000158553.5	49.72
ENSG00000124613.9	43.17
ENSG00000096654.16	42.42
ENSG00000185130.5	57.17
ENSG00000196747.4	59.64
ENSG00000278828.1	49.07
ENSG00000276368.2	58.61
ENSG00000273703.2	54.91
ENSG00000197238.5	61.70
ENSG00000273542.2	62.02
ENSG00000233822.5	42.49
ENSG00000275221.2	59.07
ENSG00000276903.2	60.37
ENSG00000184357.5	57.72
ENSG00000275379.2	59.56
ENSG00000275126.2	56.33
ENSG00000197153.5	58.74
ENSG00000278677.2	58.11
ENSG00000274641.2	57.82
ENSG00000168131.4	41.25
ENSG00000124657.1	43.95
ENSG00000197279.5	47.85
ENSG00000196812.5	46.13
ENSG00000198315.11	40.92
ENSG00000137185.13	44.88
ENSG00000187626.9	42.84
ENSG00000189134.4	45.01
ENSG00000197062.12	44.64
ENSG00000276302.1	56.73
ENSG00000137338.6	45.03
ENSG00000235109.8	45.43
ENSG00000189298.14	46.09
ENSG00000158691.15	40.44
ENSG00000187987.9	38.93
ENSG00000198704.9	46.83
ENSG00000224586.7	46.07
ENSG00000232040.4	42.00
ENSG00000204713.11	45.36
ENSG00000197935.7	44.52
ENSG00000204704.3	41.02
ENSG00000204703.5	42.50
ENSG00000204702.6	36.76
ENSG00000204701.3	37.48
ENSG00000204700.5	37.30
ENSG00000204695.4	39.31
ENSG00000243729.5	36.93
ENSG00000112462.8	38.15
ENSG00000280236.3	40.94
ENSG00000204694.13	40.76
ENSG00000206474.8	50.00
ENSG00000204688.10	44.78
ENSG00000204687.4	50.24
ENSG00000237988.5	47.60
ENSG00000213886.4	43.74
ENSG00000204681.11	53.63
ENSG00000204657.4	43.41
ENSG00000204655.12	48.69
ENSG00000204644.10	54.05
ENSG00000204642.14	51.49
ENSG00000204632.12	57.01
ENSG00000206503.13	58.63
ENSG00000066379.15	45.48
ENSG00000204619.8	50.49
ENSG00000204618.10	60.33
ENSG00000204616.11	48.03
ENSG00000204614.9	51.87
ENSG00000204613.11	49.75
ENSG00000204610.14	56.89
ENSG00000234127.9	54.51
ENSG00000204599.14	52.77
ENSG00000248167.7	53.83
ENSG00000241370.6	54.42
ENSG00000204592.9	57.02
ENSG00000204590.13	50.09
ENSG00000204576.12	46.75
ENSG00000204574.14	52.71
ENSG00000204569.10	53.09
ENSG00000204568.12	51.05
ENSG00000137343.18	51.45
ENSG00000204564.12	59.63
ENSG00000204560.10	55.42
ENSG00000146112.12	61.47
ENSG00000137404.15	58.37
ENSG00000137337.15	53.20
ENSG00000196230.14	53.25
ENSG00000137312.15	56.89
ENSG00000137331.12	58.52
ENSG00000204580.14	59.08
ENSG00000213780.11	55.84
ENSG00000137411.19	56.70
ENSG00000196260.5	55.71
ENSG00000168631.13	48.37
ENSG00000204544.5	53.76
ENSG00000261272.1	53.90
ENSG00000204542.3	58.30
ENSG00000204540.11	54.64
ENSG00000204539.4	56.48
ENSG00000204538.4	59.79
ENSG00000204536.14	55.69
ENSG00000137310.12	52.79
ENSG00000204531.20	53.03
ENSG00000204525.17	60.91
ENSG00000234745.13	59.26
ENSG00000204520.14	55.00
ENSG00000204516.10	51.72
ENSG00000204511.3	59.44
ENSG00000198563.14	49.51
ENSG00000254870.5	51.85
ENSG00000213760.11	50.90
ENSG00000204498.11	62.79
ENSG00000226979.9	57.92
ENSG00000232810.4	54.29
ENSG00000227507.3	61.76
ENSG00000204482.11	55.06
ENSG00000204475.10	57.75
ENSG00000204472.13	52.86
ENSG00000204469.13	58.38
ENSG00000204463.13	57.38
ENSG00000204444.11	52.14
ENSG00000204439.4	56.99
ENSG00000204438.11	57.17
ENSG00000204435.15	50.45
ENSG00000263020.6	53.72
ENSG00000240053.8	52.13
ENSG00000204428.12	54.94
ENSG00000204427.12	54.72
ENSG00000204422.7	56.73
ENSG00000204424.10	58.55
ENSG00000250641.1	58.14
ENSG00000255552.7	57.34
ENSG00000244355.7	58.79
ENSG00000204420.10	53.42
ENSG00000204421.3	54.58
ENSG00000213722.10	61.02
ENSG00000213719.8	54.53
ENSG00000204410.16	52.48
ENSG00000255152.8	52.92
ENSG00000228727.9	52.87
ENSG00000204396.11	60.16
ENSG00000204394.13	61.68
ENSG00000204392.11	52.88
ENSG00000204390.10	50.76
ENSG00000204389.10	59.78
ENSG00000204388.7	58.76
ENSG00000204386.12	52.17
ENSG00000204385.13	55.27
ENSG00000204371.11	55.95
ENSG00000166278.15	52.58
ENSG00000204366.4	64.09
ENSG00000244255.5	53.90
ENSG00000243649.9	52.46
ENSG00000204356.14	54.78
ENSG00000204351.12	57.13
ENSG00000204348.10	58.73
ENSG00000204344.15	54.45
ENSG00000244731.8	59.30
ENSG00000224389.9	59.26
ENSG00000231852.9	61.08
ENSG00000168477.19	64.05
ENSG00000213676.13	56.13
ENSG00000204315.4	55.96
ENSG00000204314.12	60.08
ENSG00000285085.1	62.07
ENSG00000221988.13	54.59
ENSG00000258388.7	56.89
ENSG00000241404.7	56.27
ENSG00000204310.13	54.44
ENSG00000204308.8	53.50
ENSG00000204305.15	58.02
ENSG00000204304.12	54.12
ENSG00000213654.10	57.99
ENSG00000204301.6	57.82
ENSG00000204296.12	40.94
ENSG00000204290.10	54.56
ENSG00000204287.14	47.43
ENSG00000198502.6	54.08
ENSG00000196126.11	54.92
ENSG00000196735.13	41.28
ENSG00000179344.16	46.08
ENSG00000237541.4	46.98
ENSG00000232629.9	52.91
ENSG00000241106.8	47.00
ENSG00000250264.1	58.56
ENSG00000204267.16	48.32
ENSG00000204264.12	50.55
ENSG00000240065.8	47.33
ENSG00000168394.12	53.80
ENSG00000242574.9	47.41
ENSG00000248993.1	55.88
ENSG00000204257.15	53.61
ENSG00000204256.14	52.40
ENSG00000204252.14	52.55
ENSG00000231389.7	43.77
ENSG00000223865.11	47.84
ENSG00000204248.12	61.91
ENSG00000204231.11	56.74
ENSG00000112473.18	55.75
ENSG00000204228.4	59.59
ENSG00000204227.5	61.22
ENSG00000223501.9	51.75
ENSG00000231500.7	51.80
ENSG00000235863.4	59.41
ENSG00000227057.10	56.68
ENSG00000204220.12	56.32
ENSG00000237441.10	59.63
ENSG00000231925.12	55.42
ENSG00000236104.3	60.14
ENSG00000204209.13	55.54
ENSG00000285064.2	56.80
ENSG00000286920.2	55.59
ENSG00000237649.8	55.61
ENSG00000112511.18	59.34
ENSG00000112514.18	54.90
ENSG00000197283.18	58.89
ENSG00000213588.6	52.72
ENSG00000030110.13	58.82
ENSG00000096433.11	59.08
ENSG00000137288.10	54.75
ENSG00000161896.12	53.85
ENSG00000161904.12	55.88
ENSG00000096395.11	54.66
ENSG00000124493.14	58.62
ENSG00000137309.20	61.54
ENSG00000186577.14	61.41
ENSG00000272325.2	44.77
ENSG00000270800.3	45.77
ENSG00000124614.16	49.44
ENSG00000124507.11	60.37
ENSG00000124664.11	64.52
ENSG00000196821.10	51.88
ENSG00000124562.10	49.88
ENSG00000065060.17	47.04
ENSG00000064995.18	43.89
ENSG00000064999.15	56.21
ENSG00000124678.20	51.12
ENSG00000146197.9	51.87
ENSG00000065029.15	56.16
ENSG00000023892.11	60.57
ENSG00000112033.14	57.93
ENSG00000112039.5	57.92
ENSG00000198755.11	60.34
ENSG00000007866.22	59.63
ENSG00000112041.13	61.59
ENSG00000096060.15	42.40
ENSG00000157343.9	55.15
ENSG00000196748.10	61.21
ENSG00000204140.10	51.65
ENSG00000137392.10	57.74
ENSG00000197753.11	45.21
ENSG00000096063.16	45.46
ENSG00000112053.14	47.58
ENSG00000112062.11	43.80
ENSG00000156711.17	53.04
ENSG00000096070.19	54.21
ENSG00000180316.13	52.81
ENSG00000189325.7	52.58
ENSG00000010030.14	52.61
ENSG00000179165.11	43.85
ENSG00000112078.14	45.65
ENSG00000112079.9	45.58
ENSG00000112081.17	40.03
ENSG00000124762.14	57.51
ENSG00000255587.9	59.50
ENSG00000124772.12	55.60
ENSG00000137168.8	44.37
ENSG00000198663.17	48.28
ENSG00000164530.15	59.65
ENSG00000137409.20	57.65
ENSG00000146192.15	55.08
ENSG00000137193.14	56.07
ENSG00000172738.12	47.88
ENSG00000286105.1	48.87
ENSG00000065491.8	50.92
ENSG00000112130.17	43.54
ENSG00000137200.13	52.67
ENSG00000198937.9	56.64
ENSG00000112139.17	57.56
ENSG00000156639.12	53.73
ENSG00000183826.18	52.75
ENSG00000124767.7	38.50
ENSG00000124721.18	40.78
ENSG00000112164.6	49.73
ENSG00000112167.10	45.30
ENSG00000164626.9	58.87
ENSG00000124780.14	58.46
ENSG00000095981.11	58.97
ENSG00000164627.18	46.70
ENSG00000146122.17	52.86
ENSG00000124615.20	53.94
ENSG00000156564.9	61.25
ENSG00000124602.10	56.84
ENSG00000124596.17	44.45
ENSG00000112212.12	55.53
ENSG00000124701.6	49.79
ENSG00000001167.15	46.32
ENSG00000161911.11	54.82
ENSG00000095970.17	57.44
ENSG00000112195.9	55.01
ENSG00000188056.12	46.79
ENSG00000124731.13	46.22
ENSG00000096264.14	56.23
ENSG00000137166.17	62.89
